"respondent_id","age_group","gender","education","region","completion_time_sec","attention_check","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","flag_duplicate_id","flag_fast_response","item_missing_rate","flag_high_missingness","unique_likert_values","flag_straight_lining","flag_attention_check_failed","quality_flag_count","exclude_from_analysis","weight_raw","weight_trimmed"
"R00096","30-44","Female","Some college","South",327,"Correct",3,4,3,1,4,4,5,2,4,2,TRUE,FALSE,0,FALSE,5,FALSE,FALSE,1,FALSE,0.544384105849878,0.544384105849878
"R00097","45-64","Female","Some college","Midwest",56,"Correct",2,1,5,NA,2,2,4,3,3,4,FALSE,TRUE,0.1,FALSE,5,FALSE,FALSE,1,FALSE,1.05802417397455,1.05802417397455
"R00098","18-29","Male","High school or less","South",487,"Correct",1,5,2,4,3,5,4,3,2,4,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,1.09985532675945,1.09985532675945
"R00099","18-29","Female","Bachelor's","West",1370,"Correct",3,4,4,4,3,2,4,3,3,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00100","18-29","Female","Bachelor's","South",216,"Correct",5,4,4,5,4,4,4,3,4,3,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00101","30-44","Male","Some college","Northeast",365,"Correct",5,4,4,5,2,4,1,5,1,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.728245222622209,0.728245222622209
"R00102","45-64","Female","Some college","South",492,"Correct",5,1,5,4,5,5,3,5,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.05802417397455,1.05802417397455
"R00103","18-29","Male","Bachelor's","South",280,"Correct",2,2,2,4,2,2,1,1,3,3,TRUE,FALSE,0,FALSE,4,FALSE,FALSE,1,FALSE,0.473343521394948,0.473343521394948
"R00104","30-44","Female","Graduate","South",422,"Correct",5,4,3,4,4,2,5,4,4,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.489164666557602,0.489164666557602
"R00105","30-44","Female","Some college","South",252,"Correct",5,5,5,4,5,5,3,5,4,5,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00106","30-44","Other","Some college","South",389,"Correct",3,1,4,2,1,4,4,4,3,2,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.201943301883613,0.201943301883613
"R00107","18-29","Male","High school or less","Northeast",739,"Incorrect",3,4,4,1,5,4,2,2,4,5,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE,1.09985532675945,1.09985532675945
"R00108","18-29","Female","Graduate","Northeast",429,"Correct",5,3,4,5,3,4,3,4,4,1,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.431030496924718,0.431030496924718
"R00109","30-44","Female","Some college","Northeast",447,"Correct",4,2,4,4,4,5,5,4,4,2,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00110","18-29","Female","Graduate","South",410,"Correct",4,5,4,4,3,4,3,1,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.431030496924718,0.431030496924718
"R00111","18-29","Female","Some college","South",255,"Correct",5,5,5,3,NA,3,3,2,4,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00112","45-64","Male","Some college","Northeast",121,"Correct",1,4,3,4,2,5,4,3,3,2,TRUE,FALSE,0,FALSE,5,FALSE,FALSE,1,FALSE,1.41536286940797,1.41536286940797
"R00113","30-44","Female","Bachelor's","South",518,"Correct",4,4,5,2,4,3,2,2,5,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.401560799478044,0.401560799478044
"R00114","30-44","Female","Graduate","West",254,"Correct",2,4,5,4,2,5,NA,5,4,1,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.489164666557602,0.489164666557602
"R00115","30-44","Female","Some college","South",100,"Correct",2,5,2,5,3,3,5,4,5,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
"R00116","30-44","Male","Some college","South",387,"Correct",3,4,3,4,4,1,2,2,2,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.728245222622209,0.728245222622209
"R00117","18-29","Female","Some college","Northeast",238,"Correct",4,3,5,4,4,5,1,1,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00118","30-44","Male","High school or less","South",434,"Correct",5,4,3,4,4,4,5,1,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.24819558712073,1.24819558712073
"R00119","30-44","Male","High school or less","South",356,"Correct",5,4,4,5,4,4,5,2,4,4,FALSE,FALSE,0,FALSE,3,FALSE,FALSE,0,FALSE,1.24819558712073,1.24819558712073
"R00120","45-64","Female","Some college","Midwest",455,"Correct",5,1,4,5,5,4,3,5,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.05802417397455,1.05802417397455
"R00121","18-29","Male","Bachelor's","Midwest",742,"Correct",4,5,4,3,2,1,4,4,3,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.473343521394948,0.473343521394948
"R00122","30-44","Female","Some college","West",247,"Incorrect",1,1,1,2,3,1,3,5,3,4,FALSE,FALSE,0,FALSE,5,FALSE,TRUE,1,FALSE,0.544384105849878,0.544384105849878
"R00123","18-29","Male","Bachelor's","West",627,"Correct",3,NA,4,3,5,2,4,3,4,4,FALSE,FALSE,0.1,FALSE,4,FALSE,FALSE,0,FALSE,0.473343521394948,0.473343521394948
"R00124","45-64","Male","Graduate","South",400,"Correct",4,NA,4,3,3,4,4,3,4,4,FALSE,FALSE,0.1,FALSE,2,FALSE,FALSE,0,FALSE,1.27179595919886,1.27179595919886
"R00125","18-29","Female","Bachelor's","Midwest",304,"Correct",3,5,1,3,4,2,2,4,5,1,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.353837803050166,0.353837803050166
"R00126","30-44","Male","Bachelor's","South",299,"Correct",5,5,4,5,2,5,2,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00127","18-29","Female","Some college","Midwest",323,"Correct",3,4,5,4,2,5,3,4,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00128","18-29","Male","High school or less","Midwest",36,"Correct",3,5,2,3,3,3,3,2,5,3,FALSE,TRUE,0,FALSE,3,FALSE,FALSE,1,FALSE,1.09985532675945,1.09985532675945
"R00129","30-44","Male","Bachelor's","Northeast",209,"Correct",4,3,2,1,3,2,4,2,4,3,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00130","18-29","Male","Graduate","Midwest",311,"Correct",3,4,4,3,2,4,3,5,4,3,TRUE,FALSE,0,FALSE,4,FALSE,FALSE,1,FALSE,0.576607393229926,0.576607393229926
"R00131","18-29","Female","Some college","South",557,"Correct",4,3,3,2,1,3,5,4,5,5,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00132","18-29","Female","Some college","Northeast",356,"Correct",3,4,5,2,3,3,4,4,3,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.479687450268365,0.479687450268365
"R00133","30-44","Female","High school or less","Midwest",283,"Correct",1,4,2,2,2,NA,5,4,4,3,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE,0.933061855419799,0.933061855419799
"R00134","30-44","Female","Graduate","West",551,"Correct",4,4,3,4,1,4,5,4,3,2,FALSE,FALSE,0,FALSE,5,FALSE,FALSE,0,FALSE,0.489164666557602,0.489164666557602
"R00135","45-64","Male","Some college","South",261,"Correct",4,3,4,5,4,5,5,2,4,4,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,1.41536286940797,1.41536286940797
"R00136","30-44","Male","Bachelor's","South",291,"Correct",1,4,4,4,2,5,5,4,4,5,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,0,FALSE,0.537184555297954,0.537184555297954
"R00137","30-44","Female","Some college","West",493,"Correct",5,4,3,1,2,NA,4,1,5,4,FALSE,FALSE,0.1,FALSE,5,FALSE,FALSE,0,FALSE,0.544384105849878,0.544384105849878
